UnitID,Name,UniqueID,Credits,TypeID,Type,LevelID,Level,UnitTypeID,Details
437,"34: Contemporary Songwriting
Techniques",L/600/6929,10,2,BTEC,-1,,,
436,"23: Music Performance
Techniques",R/600/6978,10,2,BTEC,-1,,,
449,"11: Physiology of Human Body Systems",F/502/5550,10,2,BTEC,-1,,,
450,"12: Physiology of Human Regulation and Reproduction",J/502/5551,10,2,BTEC,-1,,,
451,"15: Microbiological Techniques",D/502/5555,10,2,BTEC,-1,,,
453,"19: Practical Chemical Analysis",K/502/5560,10,2,BTEC,-1,,,
685,"36: Forensic Fire Investigation",F/502/5581,10,2,BTEC,-1,,,
736,"Unit 45: Graphic Image Making",D/502/5247,10,2,BTEC,-1,,,"The aim of the unit is to develop learners’ knowledge and skills using graphic imagery in a variety of situations. They will learn skills in both traditional and digital media to develop their creative graphic image making skills and techniques."
1108,"50: Information Graphics",D/502/5250,10,2,BTEC,3,"Level 3",,"This unit aims to develop your technical and creative skills in the production of information graphics.
On completion of this unit you should:
1. Be able to investigate information graphics briefs 2. Be able to develop ideas towards information graphics outcomes 3. Be able to present final designs for information graphics applications"
1201,"38: Mixed Media Image Making",M/502/5253,10,2,BTEC,3,"Level 3",,"This unit is designed to develop learners’ skills in creative and experimental use of non-traditional graphic
media and methods in their design work. Learners will gain an understanding of the potential use of graphic
media and the range of skills needed in order to exploit these forms effectively."
478,"3: Information Systems",H/601/7256,10,2,BTEC,-1,,,
618,"24: Controlling Systems Using IT",A/601/7327,10,2,BTEC,-1,,,
925,"Unit 106 - Routers and Routing Protocols",H/601/7421,10,2,BTEC,3,"Level 3",,"Routers and Routing Protocols"
928,"Unit 105 - Networking Fundamentals",A/601/7537,10,2,BTEC,3,"Level 3",,"Networking Fundamentals"
1009,"12: IT Technical Support",J/601/7279,10,2,BTEC,3,"Level 3",,
727,"Unit 11 Systems Analysis &amp; Design",F6017278,10,2,BTEC,-1,,,
728,"Unit 18 Database Design",J6016617,10,2,BTEC,-1,,,
913,"Unit 42: Spreadsheet Modelling",Y/601/6637,10,2,BTEC,3,"Level 3",,
1045,"7: Organisational Systems Security",T/601/7312,10,2,BTEC,3,"Level 3",,
927,"Unit 108 - Accessing the WAN",K/601/7422,10,2,BTEC,3,"Level 3",,"CCNA Accessing the WAN
(Exploration 4)"
926,"Unit 107 - LAN Switching and Wireless",K/601/7453,10,2,BTEC,3,"Level 3",,"LAN Switching and wireless"
1041,"Unit 22 - Developing Computer Games",K/601/7324,10,2,BTEC,3,"Level 3",,
1048,"15: Object Oriented Programming",J/601/7282,10,2,BTEC,3,"Level 3",,
1049,"27: Web Server Scripting",A/601/0443,10,2,BTEC,3,"Level 3",,
1051,"5: Managing Networks",K/601/7663,10,2,BTEC,3,"Level 3",,
1050,"10: Communication Technologies",F/601/7264,10,2,BTEC,3,"Level 3",,
952,"defence against disease",600/8994,0,2,BTEC,3,"Level 3",,
469,"112: Feltmaking and Felting",T/502/5447,10,2,BTEC,-1,,,
471,"117: Surface Pattern",R/502/5018,10,2,BTEC,-1,,,
470,"116: Embroidered Textiles",F/502/5483,10,2,BTEC,-1,,,
472,"118: Repeat Pattern",J/502/5436,10,2,BTEC,-1,,,
475,"127: Fashion Visualisation",A/502/5417,10,2,BTEC,-1,,,
1116,"Unit 119 Printed Textiles",R/502/5438,10,2,BTEC,3,"Level 3",,
1117,"Unit 10 Personal &amp; Professional Development in Art &amp; Design",D/600/0116,10,2,BTEC,3,"Level 3",,
1118,"Unit 109 Sculptural Textiles",J/502/5484,10,2,BTEC,3,"Level 3",,
1119,"Unit 111 Fabric Manipulation",L/502/5440,10,2,BTEC,3,"Level 3",,
1120,"Unit 107 Exploring Specialist Textile Techniques",F/502/5760,10,2,BTEC,3,"Level 3",,
1121,"Unit 11 Freelance Work in Art &amp; Design",L/502/5745,10,2,BTEC,3,"Level 3",,
1122,"Unit 6 Application, Exploration &amp; Realisation in Art &amp; Design",H/502/4973,20,2,BTEC,3,"Level 3",,
617,"102: Working at a Small/Medium Business (CCNA2)",D/601/6820,10,2,BTEC,-1,,,
668,"Graphical Detailing in Construction and the Built Environment",A/600/0222,10,2,BTEC,-1,,,"This unit gives learners the opportunity to produce 2D and 3D graphical drawings using manual drafting
techniques and to produce graphical information in the form of simple specifications and schedules."
1200,"Project in Construction and the Built Environment",M/600/0444,10,2,BTEC,-1,,,
712,"Setting Out Processes in Construction and Civil Engineering",Y/600/0227,10,2,BTEC,-1,,,
713,"Building Regulations and Control in Construction",D/600/0441,10,2,BTEC,-1,,,
714,"Design Procedures in Construction",H/600/0439,10,2,BTEC,-1,,,
715,"Planning Procedures in Construction",T/600/0445,10,2,BTEC,-1,,,
1089,"Test Unit",erffdgg/h/gfhg/j/hgj,0,2,BTEC,3,"Level 3",,
1135,Test101,Test101,0,2,BTEC,3,"Level 3",,
1136,Test102,Test102,0,2,BTEC,3,"Level 3",,
1137,Test103,Test103,0,2,BTEC,3,"Level 3",,
1138,Test104,Test104,0,2,BTEC,3,"Level 3",,
1139,Test105,Test105,0,2,BTEC,3,"Level 3",,
1140,Test106,Test106,0,2,BTEC,3,"Level 3",,
1141,Test107,Test107,0,2,BTEC,3,"Level 3",,
1142,Test108,Test108,0,2,BTEC,3,"Level 3",,
1143,Test107,Test107,0,2,BTEC,3,"Level 3",,
1144,Test108,Test108,0,2,BTEC,3,"Level 3",,
1145,Test109,Test109,0,2,BTEC,3,"Level 3",,
1146,Test110,Test110,0,2,BTEC,3,"Level 3",,
1147,Test11,Test11,0,2,BTEC,3,"Level 3",,
1148,Test12,Test12,0,2,BTEC,3,"Level 3",,
1149,Test113,Test113,0,2,BTEC,3,"Level 3",,
1150,Test114,Test114,0,2,BTEC,3,"Level 3",,
1151,Test115,Test115,0,2,BTEC,3,"Level 3",,
1158,Test116,Test116,1,2,BTEC,3,"Level 3",,Test116
433,"11: Music Events Management",T/600/6939,10,2,BTEC,-1,,,
438,"41: Working With Music Notation
Packages",R/600/6897,10,2,BTEC,-1,,,
1205,"9: Delivering a Music Product",R/600/6964,10,2,BTEC,3,"Level 3",,
1215,"Approaches to Directing for",M/502/5091,10,2,BTEC,-1,,,"The aim of this unit is to enable learners to understand a range of approaches to theatre directing and to put
into practice elements of different directorial styles in their own work for the theatre."
711,"Economics and Finance in Construction and Civil Engineering",L/600/0452,10,2,BTEC,-1,,,
1112,"Working in the Social Care Sector",L/600/8972,10,2,BTEC,3,"Level 3",,"To consider the current organisation and adminstration of social care services"
1114,"Caring for indiviudals with Additional needs.",M/600/8981,5,2,BTEC,3,"Level 3",,"Enables learners to challenge their attitiudes individuals with additional needs by introducing models of disability and exploring barriers."
1115,"Caring for Older People",A/600/8983,5,2,BTEC,3,"Level 3",,"Enables learners to develop an understanding of the ageing process and how the health and social care sectors work in partnership to promote and maintaint he independence and well being of older people."
1113,"Copiong with change in a health and social care context.",K/600/8980,5,2,BTEC,3,"Level 3",,"Enables learners to explore the nature of self-concpet and the way change can mpact on this."
842,"Unit 86: Mask Making",T/502/5626,10,2,BTEC,3,"Level 3",,
843,"Unit 95: Special Effects Make-up",J/502/5615,10,2,BTEC,3,"Level 3",,"This unit is about creating special effects make-up for the world of stage and screen; learners will be able to
produce designs for and realise special effects make-up on performers."
1070,"Unit 2: Production Arts Workshop",R/600/0128,10,2,BTEC,3,"Level 3",,"This unit emphasises the importance of the interrelation of design, administrative and technical elements
within a performing arts project. It does this by encouraging learners to work across production, design and
technical disciplines such as lighting, sound, costume, setting, stage management, makeup and props."
1071,"Unit 3: Performing Arts Business",L/502/4899,10,2,BTEC,3,"Level 3",,"In this unit learners will gain an understanding of how a range of performing arts organisations are managed structurally and financially; they will identify potential employment opportunities within these areas of the performing arts industry."
1072,"Unit 8: Production for Theatre Performance",F/600/0142,20,2,BTEC,3,"Level 3",,"This unit develops learners’ knowledge of the range of skills and processes required to successfully mount a major performance, with learners becoming part of the production team."
1073,"Unit 6: Production Arts Planning",M/600/0136,10,2,BTEC,3,"Level 3",,"This unit gives learners the opportunity to demonstrate their ability to fulfil a significant production role. It is
important that production skills include the management of some of the production team."
1074,"Unit 93: Make-up Application Skills and Creative Uses in Performance",D/502/5748,10,2,BTEC,3,"Level 3",,"The aim of this unit is to enable learners to develop a wide range of make-up skills, and to identify possible
uses of these skills and explore creative development."
1075,"Unit 92: Make-up for Performers",T/502/5612,10,2,BTEC,3,"Level 3",,"This unit is about developing skills in the use and application of make-up for performers."
1076,"Unit 94: Full Body Make-up for Performers",K/502/5610,10,2,BTEC,3,"Level 3",,"This unit will enable learners to develop skills in the design and application of full body make-up for performers."
1077,"Unit 99: Period Hair Design and Wig Making for Performers",F/502/5628,10,2,BTEC,3,"Level 3",,"This unit enables learners to develop the skills and practices required to design and manage wigs and hairpieces for use within a production."
1078,"Unit 97: Period Make-up for Performing Arts",Y/502/5618,10,2,BTEC,3,"Level 3",,"In this unit learners will design and create period make-up for the stage. Learners will do this by studying and developing the skills required and through creating period make-ups from the initial planning stages to their implementation."
1079,"Unit 98: Fantasy Hair Design for Performers",K/502/5624,10,2,BTEC,3,"Level 3",,"This unit enables learners to develop the skills and practices required to design and produce fantasy hair designs for use within a production."
1080,"Unit 100: Hair Styling and Dressing for Performers",L/502/5647,10,2,BTEC,3,"Level 3",,"The aim of this unit is to develop learners’ knowledge and skills in the design, styling and dressing of a performer’s hair to provide an appropriate appearance for a designated production. Learners will develop the skills and techniques required to transform a performer’s hair into the look of a character or role."
846,"87: Exploring Specialist Ceramic Techniques",T/502/5349,10,2,BTEC,3,"Level 3",,
848,"88: Extending Specialist Ceramic Techniques",D/502/5443,10,2,BTEC,3,"Level 3",,
849,"101:Exploring Non-resistant Materials",J/502/5355,10,2,BTEC,3,"Level 3",,
850,"103:Exploring Specialist Glass Techniques",M/502/5446,10,2,BTEC,3,"Level 3",,
851,"94:Small-scale Design",H/502/5265,10,2,BTEC,3,"Level 3",,
853,"105:Exploring Specialist Metal and Jewellery Techniques",D/502/5376,10,2,BTEC,3,"Level 3",,
852,"89:Developing and Realising Design Craft Ideas",F/502/5354,10,2,BTEC,3,"Level 3",,
855,"22:Setting up an Art and Design Studio",D/502/5524,10,2,BTEC,3,"Level 3",,
857,"106:Extending Specialist Metal and Jewellery Techniques",M/502/5379,10,2,BTEC,3,"Level 3",,
1183,"32: Understand the Principles of Animal Breeding and Genetics",L/600/9426,10,2,BTEC,3,"Level 3",,"This unit aims to provide learners with an understanding of the principles of animal breeding and genetics. 
This unit is primarily aimed at learners within a centre-based setting looking to progress into the sector or to 
further education and training."
1185,"25: Undertaking Environmental Interpretation in Land-Based",Y/600/9607,10,2,BTEC,3,"Level 3",,"This unit aims to introduce learners to environmental interpretation skills and understanding and how this can 
be applied in practice. It is designed for learners in centre-based settings looking to progress into the sector or 
onto further/higher education."
955,"Understand Grassland",R/600/9136,10,2,BTEC,3,"Level 3",,
671,"Aquatic Ecosystems",Y/600/9218,10,2,BTEC,-1,,,
467,"107: Exploring Specialist Textile
Techniques",F/502/5760,10,2,BTEC,-1,,,
468,"111: Fabric Manipulation",L/502/5440,10,2,BTEC,-1,,,
473,"119: Printed Textiles",R/502/5438,10,2,BTEC,-1,,,
474,"124: Production Techniques for
Fashion and Clothing",H/502/5024,10,2,BTEC,-1,,,
652,"73: Web Animation for Interactive Media",A/502/5661,10,2,BTEC,-1,,,"Users of the worldwide web increasingly expect dynamic, visually engaging and media-rich content. This can be created by designers in the form of interactive vector-based animations. Animations of this type are scalable, so they can be resized easily for different screen resolutions from mobile devices to the highest resolution monitors. They are also small in file size, they can stream across the internet even at dial-up modem speeds and all internet users can download a software player that makes viewing their content possible. These characteristics make vector-based animations a popular choice for vibrant web content, and designing such sites is a thriving sector of the interactive media industry.
The unit begins with investigations into web animations, enabling learners to understand the uses of animation on the web. These investigations will cover both visual and technical research. Learners are encouraged to look closely at interactive animations on the web to analyse their design and content. They will also investigate technologies associated with web animation in order to better understand how their work will run on the internet.
Planning a web animation project involves designing, storyboarding and drawing animation content. Learners following this unit will gain experience of planning a web animation project in response to a vocationally relevant client brief. Learners will use vector-based animation software techniques to produce animated interactive content designed for delivery on the internet, and will save and export this animation in a format suitable for the web.
This unit will also develop learners’ ability to reflect critically on their own work, as they will need this professional skill in any future career."
1082,"Unit 21: Drama Improvisation",D/502/5099,10,2,BTEC,3,"Level 3",,"This unit invites learners to work on dramatic situations without the initial support of a written text. It allows the free exploration of ideas that can be developed into dramatic form to performance level."
807,"UNIT 08: MANAGEMENT ACCOUNTING (CTEC)",J/502/5419,10,2,BTEC,-1,,,
813,"UNITS 15: DEVELOPING TEAMS IN BUSINESS (CTEC)",T/502/5450,10,2,BTEC,-1,,,
815,"UNIT 16: ASPECTS OF CONTRACT AND BUSINESS (CTEC)",F/502/5452,0,2,BTEC,-1,,,
817,"UNIT 21:BUSINESS AND THE ECONOMIC (CTEC)",T/502/5500,10,2,BTEC,-1,,,
819,"UNIT 10: MARKET RESEARCH IN BUSINESS",H/502/5427,0,2,BTEC,-1,,,
1131,"Unit 20: Understanding Business Ethics",A/502/5496(CTEC),10,2,BTEC,3,"Level 3",,
644,"1: Researching, Recording and Responding in Art and Design",K/600/6842,20,12,"BTEC Foundation",-1,,,
645,"2: Media Experimentation in Art and Design",M/600/6843,20,12,"BTEC Foundation",-1,,,
646,"3: Preparation and Progression in Art and Design",A/600/6845,10,12,"BTEC Foundation",-1,,,
647,"4: Information and Interpretation in Art and Design",J/600/6847,10,12,"BTEC Foundation",-1,,,
648,"5: Personal Experimental Studies in Art and Design",R/600/6849,10,12,"BTEC Foundation",-1,,,
649,"6: Extended Media Development in Art and Design",J/600/6850,10,12,"BTEC Foundation",-1,,,
650,"10: Final Major Project in Art and Design",R/600/6852,40,12,"BTEC Foundation",-1,,3,
1154,"40: Typographic and Layout Design",A/502/5742,10,2,BTEC,3,"Level 3",,"This unit aims to develop the skills, knowledge and understanding needed to design effective and creative
page layout solutions using typography, page layout conventions and desktop publishing computer
applications."
1155,"45: Graphic Image Making",D/502/5247,10,2,BTEC,3,"Level 3",,"The aim of the unit is to develop learners’ knowledge and skills using graphic imagery in a variety of situations.
They will learn skills in both traditional and digital media to develop their creative graphic image making skills
and techniques."
205,"7: Understanding the Creative Media Sector",,10,2,BTEC,-1,,,
656,"Materials Engineering",F/601/1626,10,11,BTEC Higher,-1,,1,
737,"Small-scale Research Projects in Public Services",L/502/9472,15,11,BTEC Higher,-1,,1,
773,"Organisations and Behaviour",H/601/0551,15,11,BTEC Higher,-1,,1,"The aim of this unit is for learners to develop an understanding of individual and group behaviour
in public service organisations and to examine current theories and their application in managing
behaviour in the workplace."
774,"Fair Treatment in Public Services",H/502/9476,15,11,BTEC Higher,-1,,1,"The aim of this unit is for learners to understand the importance of fair treatment within a public service context."
775,"Research Project",K/601/0941,20,11,BTEC Higher,-1,,1,"To develop learners’ skills of independent enquiry and critical analysis by undertaking a sustained research investigation of direct relevance to their higher education programme and professional development."
776,"The Global Environment",D/502/9489,20,11,BTEC Higher,-1,,1,"The aim of this unit is to develop learners’ understanding of major global economic and
environmental issues as well as areas of current conflict. Learners will also learn about different
international organisations and their political systems as well as how the media impacts on the
public services."
779,"Personal Outdoor Skills",K/502/9494,15,11,BTEC Higher,-1,,1,"This unit aims to enable learners to take part, and to lead groups safely, in a variety of outdoor
skills training in both land and water environments."
778,"Emergency Planning and the Public Services",Y/502/9491,20,11,BTEC Higher,-1,,1,"To explore the role of public services in contingency planning for emergency situations."
740,"Health, Safety and Risk Assessment in Engineering",A/601/1463,15,11,BTEC Higher,-1,,1,"This unit aims to provide learners with an understanding of health and safety planning,
implementation and legislation within an engineering environment."
741,"Mechatronic Systems",F/601/1416,15,11,BTEC Higher,-1,,1,"This unit will develop learners’ understanding of a range of mechatronic systems that are used in
industrial and domestic environments and enable them to produce specifications for mechatronic
products."
742,"Microprocessor Systems",T/601/1414,15,11,BTEC Higher,-1,,1,"This unit will develop learners’ understanding of microprocessor-based systems and their use in
instrumentation, control or communication systems."
743,"Electrical and Electronic Measurement and Testing",Y/601/1406,15,11,BTEC Higher,-1,,1,"This unit will develop the knowledge and skills required to perform complex measurement and
test procedures on electrical and electronic systems."
744,"Applications of Power Electronics",D/601/1391,15,11,BTEC Higher,-1,,1,"This unit will develop a technical understanding of power electronics and their application to
variable speed drives."
745,"Design for Manufacture",R/601/1503,15,11,BTEC Higher,-1,,1,"This unit will develop learners’ understanding of the processes involved in analysing a product
design and preparing for its manufacture."
746,"Business Improvement Techniques",Y/601/1535,15,11,BTEC Higher,-1,,1,"This unit will provide learners with knowledge of some of the business improvement
methodologies and techniques that can be applied in a variety of manufacturing situations."
747,"Quality and Business Improvement",A/601/1558,15,11,BTEC Higher,-1,,1,"This unit will develop learners’ understanding of the principles and applications of quality and
business improvement."
748,"Employability Skills",A/601/0992,15,11,BTEC Higher,-1,,1,"This unit provides learners with the opportunity to acquire honed employability skills required for
effective employment."
749,"Personal and Professional Development",T/601/0943,15,11,BTEC Higher,-1,,1,"This unit aims to help the learner become an effective and confident self-directed employee. This
helps the learner become confident in managing own personal and professional skills to achieve
personal and career goals."
750,"Research Project",K/601/0941,20,11,BTEC Higher,-1,,1,"To develop learners’ skills of independent enquiry and critical analysis by undertaking a sustained research investigation of direct relevance to their Higher Education programme and professional development."
751,"Work-based Experience",D/601/0998,15,11,BTEC Higher,-1,,1,"This unit aims to enable learners to experience the scope and depth of learning which may take
place in a work-based context by planning, monitoring and evaluating the work experience."
752,"Workplace Study and Ergonomics",D/601/1472,15,11,BTEC Higher,-1,,1,"This unit will develop learners’ ability to identify and carry out productivity measurement and
improvement, ergonomic and plant layout design and work measurement and method study."
753,"Statistical Process Control",K/601/1460,15,11,BTEC Higher,-1,,1,"This unit will enable learners to apply relevant statistical techniques used in process quality
control and to evaluate a process against a given specification."
754,"Management of Projects",J/601/0302,15,11,BTEC Higher,-1,,1,"This unit provides an understanding and experience of project management principles,
methodologies, tools and techniques that may be used in industry and the public sector."
755,"Managing People in Engineering",M/601/1458,15,11,BTEC Higher,-1,,1,"This unit will develop learners’ understanding of the methods, processes and procedures used
when managing people in engineering."
756,"Knowledge-based Systems and Techniques",A/601/1446,15,11,BTEC Higher,-1,,1,"This unit will introduce learners to the concepts and techniques used in artificial intelligence and
knowledge-based systems and develop an understanding of rule-based systems, fuzzy logic and
artificial neural networks."
757,"Instrumentation and Control Principles",J/601/1417,15,11,BTEC Higher,-1,,1,"The aim of this unit is to introduce learners to the principles and practice of instrumentation and
control in process industries."
758,"Managing the Work of Individuals and Teams",R/601/0304,15,11,BTEC Higher,-1,,1,"This unit develops learners’ understanding and skills associated with managing the work of
individuals and teams. It enhances the ability to motivate individuals and to maximise the
contribution of teams to achieve outcomes."
759,"Combinational and Sequential Logic",K/601/1362,15,11,BTEC Higher,-1,,1,"This unit aims to provide learners with the skills and understanding required to design and build
electronic circuits that use combinational and sequential logic."
764,"Radio Communication Engineering",Y/602/4849,15,11,BTEC Higher,-1,,1,"This unit aims to develop learners’ understanding of the systems and sub-systems involved in communication by radio."
765,"Principles and Applications of Microcontrollers",Unknown,15,11,BTEC Higher,-1,,1,"This unit will provide learners with an understanding of the applications of microcontrollerbased
systems and will develop the skills required to design, write and test software and interface such systems."
763,"Telecommunications Principles",T/602/2249,15,11,BTEC Higher,-1,,1,"This unit aims to develop learners’ understanding of the principles and characteristics of
telecommunications systems."
762,"Digital and Analogue Devices and Circuits",F/602/2237,15,11,BTEC Higher,-1,,1,"This unit aims to develop the knowledge and skills needed to design and test DC power supply
systems, operational amplifier circuits and digital electronic circuits."
761,"Further Electrical Principles",A/602/2236,15,11,BTEC Higher,-1,,1,"This unit will further develop learners understanding of electrical theory and will enable further study at Degree level."
760,"Operational Amplifiers",K/602/2233,15,11,BTEC Higher,-1,,1,"This unit will extend learners understanding of the characteristics of operational amplifiers and
will develop the skills needed to design and build operational amplifier circuits and active
filters."
780,"Visual Communication in Art and Design",J/601/6374,15,11,BTEC Higher,-1,,1,"This unit aims to develop the necessary skills for artists, designers and craftworkers to
communicate their ideas across specialist applications, both traditional and alternative."
781,"Ideas Generation and Ideas Generation and Design",F/601/5403,15,11,BTEC Higher,-1,,1,"Creative thinking and the ability to generate free flowing ideas are vital skills for all artists and
designers. This unit aims to develop skills in generating and communicating ideas visually."
782,"Contextual and Cultural Referencing in Art and Design",D/601/6378,15,11,BTEC Higher,-1,,1,"The aim of this unit is to encourage an understanding of the social, psychological, cultural,
historical and commercial factors which underpin all visual arts theory and practice across the
spectrum of subject specialisms."
783,"Professional Practice in Art and Design",D/601/6381,15,11,BTEC Higher,-1,,1,"The aim of this unit is to extend learners’ knowledge of professional practices within their
specialist area and to relate these to personal goals and career opportunities."
784,"Advertising Campaigns",F/601/6504,15,11,BTEC Higher,-1,,1,"This unit aims to develop learners’ understanding of the function of graphic design within
advertising campaigns and to develop skills in using graphic design as part of an advertising
campaign."
785,"References and Sources in Art and Design",J/601/5399,15,11,BTEC Higher,-1,,1,"The aim of this unit is to extend and develop learners’ knowledge and understanding of visual
reference materials through the sourcing, editing and manipulation of visual imagery."
786,"Typographic Skills",J/601/6519,15,11,BTEC Higher,-1,,1,"This unit aims to develop learners’ understanding and skills in the application and of typography
within interpreted norms and conventions, for print, digital and screen-based outcomes."
787,"Editorial Design",Y/601/6315,15,11,BTEC Higher,-1,,1,"This unit focuses on developing learners’ skills and understanding in constructing editorial
designs for graphic design briefs. Learners will develop solutions to creative design projects for
the digital environment."
788,"Corporate Identity in Graphic Design",L/601/6313,15,11,BTEC Higher,-1,,1,"This unit aims to progress understanding about the underlying social and cultural nature of
corporate identity and to develop graphic design skills in its commercial projection."
789,"Art, Design and Media Practice within the Digital Environment",A/601/5397,15,11,BTEC Higher,-1,,1,"This unit will enable learners to explore and work to a commissioned brief within the digital environment."
790,"Drawing Techniques and Processes in Art and Design",L/601/6764,15,11,BTEC Higher,-1,,1,"This unit aims to develop and extend learners’ technical and creative skills through drawing and their understanding of drawing media, materials and techniques."
1029,"Unit 1: The Contemporary Hospitality Industry",L/601/1788,15,11,BTEC Higher,5,"Level 4",1,"This unit will enable learners to gain understanding of the nature and diversity of hospitality and
its constituent industries, including the range of job roles and employment possibilities."
1030,"Unit 2: Finance in the Hospitality Industry",R/601/1789,15,11,BTEC Higher,5,"Level 4",1,"This unit will enable learners to develop practical understanding of the accounting techniques
used to control costs and profits, and to support managers in making effective short-term
decisions."
1031,"Unit 3: Customer Service",J/601/1790,15,11,BTEC Higher,5,"Level 4",1,"This unit enables learners to gain understanding of customer service policies and the purpose of
promoting a customer-focused culture and to gain skills to provide customer service."
1032,"Unit 5: Food and Beverage Operations Management",L/601/1791,15,11,BTEC Higher,5,"Level 4",1,"This unit will enable learners to gain understanding of the day-to-day activities and procedures
involved in food and beverage operations, whilst also developing a range of practical operational skills."
1033,"Unit 6: Rooms Division Operations Management",R/601/1792,15,11,BTEC Higher,5,"Level 4",1,"This unit will provide learners with a comprehensive understanding of contemporary rooms’
division operations management and the importance of revenue management to operations."
1034,"Unit 12: Hospitality Operations Management",H/601/1795,15,11,BTEC Higher,5,"Level 4",1,"This unit enables learners to gain understanding of the operational and economic characteristics,
product development, pricing and profitability concepts and gain skills to analyse and improve
operational performance in hospitality."
1035,"Unit 39: Tourist Destinations",K/601/1748,15,11,BTEC Higher,5,"Level 4",1,"The aim of this unit is to enable learners to gain understanding of UK and worldwide destinations,
their cultural, social and physical features, their characteristics and issues affecting their popularity."
1058,"Unit 4 Research Project",K/601/0941,20,11,BTEC Higher,6,"Level 5",1,"This unit enables learners to gain understanding of behaviour management principles and gain
skills to review their managerial potential, show managerial roles To develop learners’ skills of independent enquiry and critical analysis by undertaking a sustained
research investigation of direct relevance to their Higher Education programme and professional
development."
1000,"Unit 1: Visual Communication in Art and Design",J/601/6374,15,11,BTEC Higher,5,"Level 4",1,"This unit aims to develop the necessary skills for artists, designers and craftworkers to
communicate their ideas across specialist applications, both traditional and alternative"
1001,"Unit 2: Ideas Generation and Development in Art and Design",F/601/5403,15,11,BTEC Higher,5,"Level 4",1,"Creative thinking and the ability to generate free flowing ideas are vital skills for all artists and
designers. This unit aims to develop skills in generating and communicating ideas visually."
1002,"Unit 3: Contextual and Cultural Referencing in Art and Design",D/601/6378,15,11,BTEC Higher,5,"Level 4",1,"The aim of this unit is to encourage an understanding of the social, psychological, cultural,
historical and commercial factors which underpin all visual arts theory and practice across the
spectrum of subject specialisms."
1003,"Unit 4: Professional Practice in Art and Design",D/601/6381,15,11,BTEC Higher,6,"Level 5",1,"The aim of this unit is to extend learners’ knowledge of professional practices within their
specialist area and to relate these to personal goals and career opportunities."
1004,"Unit 8: Ideas in Context",T/601/5415,15,11,BTEC Higher,5,"Level 4",1,"This unit aims to develop learners’ personal creative potential for generating ideas in a relevant
specialist discipline within the visual arts."
1005,"Unit 24: Typographic Skills",J/601/6519,15,11,BTEC Higher,5,"Level 4",1,"This unit aims to develop learners’ understanding and skills in the application and of typography
within interpreted norms and conventions, for print, digital and screen-based outcomes."
1006,"Unit 29: Corporate Identity in Graphic Design",L/601/6313,15,11,BTEC Higher,5,"Level 4",1,"This unit aims to progress understanding about the underlying social and cultural nature of
corporate identity and to develop graphic design skills in its commercial projection."
1007,"Unit 33: Art, Design and Media Practice within the Digital Environment",A/601/5397,15,11,BTEC Higher,5,"Level 4",1,"This unit will enable learners to explore and work to a commissioned brief within the digital environment."
1008,"Unit 130: Drawing Techniques and Processes in Art and Design",L/601/6764,15,11,BTEC Higher,5,"Level 4",1,"This unit aims to develop and extend learners’ technical and creative skills through drawing and
their understanding of drawing media, materials and techniques."
1160,"Unit 5: Project Design, Implementation and Evaluation",L/601/0995,20,11,BTEC Higher,6,"Level 5",1,"This unit aims to develop learners’ skills of independent enquiry by undertaking a sustained investigation of direct relevance to their vocational, academic and professional development."
1161,"Unit 9: Research Project",K/601/0941,20,11,BTEC Higher,6,"Level 5",1,"This unit aims to develop learners’ skills of independent enquiry and critical analysis by undertaking a sustained research investigation of direct relevance to their Higher Education programme and professional development."
1162,"Unit 10: Design Method",A/601/6386,15,11,BTEC Higher,5,"Level 4",1,"This unit aims to give learners opportunities to develop skills and knowledge in the development of new products or services in design pathways."
1163,"Unit 90: Furniture Design",H/601/6625,15,11,BTEC Higher,6,"Level 5",1,"This unit aims to develop learners’ skills and understanding in the design and production of furniture."
1164,"Unit 93: Specialist 3D Technology and Processes",H/601/6639,15,11,BTEC Higher,6,"Level 5",1,"This unit aims to develop learners’ understanding of specialist 3D technology and processes.
Learners will develop skills in applying this understanding to their chosen area of specialism, taking into consideration the commercial context."
1165,"Unit 94: Visual and Personal Presentation",H/601/6589,15,11,BTEC Higher,5,"Level 4",1,"This unit will enable learners to develop understanding in communicating design intentions, to apply and refine visual presentation skills and to develop their own distinctive approach to presenting designs."
1166,"Unit 96: Ceramic Design",F/601/6549,15,11,BTEC Higher,5,"Level 4",1,"This unit aims to develop learners’ practical making skills in ceramics and to generate design work which shows understanding of historical and contemporary ceramics."
1167,"Unit 97: Jewellery, Accessories and Body Adornment",M/601/6644,15,11,BTEC Higher,6,"Level 5",1,"The aim of this unit is to enable learners to explore the decorative and aesthetic potential of jewellery, accessories and body adornment to inform innovative outcomes."
1168,"Unit 99: Wood in Art and Design",J/601/6651,15,11,BTEC Higher,6,"Level 5",1,"In this unit learners will develop their understanding by generating and refining design ideas and develop their practical making skills in producing outcomes using wood and wood-based materials."
1169,"Unit 102: Interior Design",H/601/6673,15,11,BTEC Higher,6,"Level 5",1,"This unit aims to develop learners’ skills and understanding needed to create and modify interior environments for specific purposes and to a professional standard."
