CriteriaID,Name,Details,Type,UnitID,ParentCriteriaID
7018,P2,"describe the indirect methods
commonly used to survey
deer populations",,580,
7019,P3,"list equipment require to
carry out a deer survey",,580,
7020,P4,"specify the information and
calculations required to
estimate a deer population",,580,
7021,P5,"identify the types of records
required and the importance
of accurate record keeping",,580,
7022,P6,"carry out direct methods
commonly used to survey
deer populations",,580,
7023,P7,"carry out indirect methods
commonly used to survey
deer populations",,580,
7024,P8,"analyse the information and
calculate the deer population
for a given area",,580,
7025,P9,"present the survey records
required for a deer
management plan",,580,
7026,P10,"describe how deer impact on
differing habitats",,580,
7027,P11,"explain the techniques used to assess the impact of deer
on different habitats",,580,
7028,P12,"carry out a deer habitat
impact assessment on a given
area
",,580,
7029,P13,"identify the types of records
required and the importance
of accurate record keeping",,580,
7030,P14,"identify methods of protecting
habitats from the impact of
deer",,580,
7031,P15,"explain the principles of deer
management",,580,
7032,P16,"identify the types of records
required and the importance
of accurate record keeping",,580,
7033,P17,"explain deer population
modelling as required for a
management plan",,580,
7034,P18,"explain the management plan
requirements of objectives
for:
the short term
the long term
population management
habitat management",,580,
7035,P19,"specify the sources of
advice and information that
are available to support
the management of deer
populations.",,580,
7036,M1,"explain the reasons for
surveying deer populations",,580,
7037,M2,"plan and carry out deer
surveys using appropriate
techniques, presenting
detailed and accurate data
and information",,580,
7038,M3,"plan and carry out a deer
habitat impact assessment,
accurately report the results,
and recommend action
to prevent further habitat
damage",,580,
7039,M4,"suggest a deer management
plan for a given situation.",,580,
7040,D1,"evaluate direct and indirect
census techniques applicable
to given deer management
situations",,580,
7041,D2,"discuss how data collection,
including habitat impact
assessment, can inform deer
management planning",,580,
13257,P1,"locate major long-haul tourist
destinations in different
continents",,1126,
13258,P2,"outline different types of
holidays available in long-haul
destinations that meet specific
UK visitor motivations",,1126,
13259,P3,"explain how factors
affect travel to long-haul
destinations",,1126,
13260,P4,"describe features and facilities
that contribute to the appeal
of a selected long-haul
destination for different types
of visitors from the UK",,1126,
13261,P5,"plan a multi-centre longhaul
tour to meet a given
UK visitor profile, showing
sources used",,1126,
13262,M1,"review how travel factors
affect travel to selected longhaul
destinations",,1126,
13263,M2,"assess the significance of
different features and facilities
on the appeal of a selected
long-haul destination for
different types of visitors from
the UK",,1126,
13264,M3,"independently plan a detailed
multi-centre tour, clearly
justifying selections for the
specified visitor profile.",,1126,
13265,D1,"analyse the impact of travel
factors on selected long-haul
destinations",,1126,
13266,D2,"evaluate how the selected
destination has capitalised on
its features and developed
its facilities to attract different
types of visitors from the UK.",,1126,
848,P1,"describe the causes of war
and conflict",,84,
849,M1,"discuss the methods used
by UK public services to
counter both national and
international terrorism",,84,
850,D1,"evaluate the impact of war,
conflict and terrorism on one
UK public service",,84,
851,P2,"describe the impact of conflict
on UK public services",,84,
852,M2,"analyse the measures used
to combat national and
international terrorism",,84,
853,P3,"outline the terrorism
methods used by key
terrorist organisations",,84,
854,P4,"discuss the methods used
by UK public services to
counter both national and
international terrorism",,84,
889,P1,"outline current crime and
disorder legislation",,88,
890,M1,"analyse the impact of two
pieces of crime and disorder
legislation",,88,
891,D1,"evaluate the impact of one
piece of crime and disorder
legislation",,88,
892,P2,"state the main sentences and
orders criminal courts can
impose",,88,
893,M2,"analyse the effects of
crime on communities and
individuals",,88,
894,D2,"evaluate a local public service
initiative designed to address
crime and its impact on the
community",,88,
895,P3,"describe two theories of
criminal behaviour and the
factors that contribute to
them",,88,
896,M3,"analyse how the strategies
used by the local community
public services work to
reduce crime, disorder and
antisocial behaviour",,88,
897,P4,"describe the effects crime
has on communities and the
individual",,88,
898,P5,"identify approaches used by
public services to reduce
crime, disorder and antisocial
behaviour",,88,
899,P6,"explain how public and third
sector organisations support
witnesses and victims of
crime.",,88,
900,P1,"identify the rank structure in
two contrasting uniformed
public services including
responsibilities",,89,
901,M1,"analyse the importance and
use of command and control
within a uniformed public
service",,89,
902,D1,"evaluate the importance and
use of command and control
within the uniformed public
services",,89,
903,P2,"describe the chain of
command for one public
service, including its uniform
structure",,89,
904,M2,"assess the skills required for
given practical command
and control scenarios and
compare these to own
performance",,89,
905,D2,"evaluate own performance
in command and control
situations, identifying areas for
personal development",,89,
906,P3,"explain the skills and personal
qualities required for
command and control",,89,
907,M3,"demonstrate practical
command and control in
different situations within
uniformed public services",,89,
908,P4,"explain how an individual
can exercise command and
control",,89,
909,P5,"demonstrate with support
the use of command and
control skills in different
situations",,89,
910,P1,"define the term ‘major
incident'",,90,
911,M1,"investigate recent major
incidents and identify their
cause",,90,
912,D1,"analyse the importance of
inter-agency emergency
planning for major incidents",,90,
913,P2,"describe different types of
major incident and the cause
of each",,90,
914,M2,"explain the short- and
long-erm effects of the
major incidents on people,
communities, environment
and the wider impacts they
may have had",,90,
915,D2,"evaluate the tabletop
scenario",,90,
916,P3,"outline the effects of recent
major incidents on people,
communities and the
environment",,90,
917,M3,"explain how UK agencies
involved in a specific major
incident worked together in
accordance with their legal
dutie",,90,
918,P4,"identify the agencies that
were involved in different
major incidents",,90,
919,M4,"explain the role of the
organisations involved in
planning for major incidents",,90,
920,P5,"describe the work of agencies
at UK incidents and their legal
duties",,90,
921,M5,"analyse the tabletop scenario",,90,
922,P6,"explain the main
considerations when planning
and preparing for major
incidents",,90,
923,P7,"carry out a tabletop scenario
of a major incident.",,90,
945,P1,"describe how changes in
technology have affected the
gathering and presentation of
information in different types
of media",,94,
946,M1,"analyse how changes
in technology affect the
gathering and presentation of
information in different types
of media, and its ability to
affect events",,94,
947,D1,"evaluate the independence
of the media from owners,
revenue generators and
politicians",,94,
948,P2,"outline how the media can
affect events as well as report
them ",,94,
949,M2,"analyse the independence
of the media from owners,
revenue generators and
politicians",,94,
950,D2,"evaluate how positive and
negative images affect public
perceptions of the public
services",,94,
951,P3,"identify the methods used
in the regulation and selfregulation
of the media in the
UK",,94,
952,M3,"analyse how positive and
negative images affect public
perceptions of the public
services",,94,
953,P4,"assess the independence
of the media from owners,
revenue generators and
politicians",,94,
954,M4,"analyse current case studies
of media portrayal of the
public services, including one
factual and one fictional case
study.",,94,
955,P5,"explain how positive and
negative images affect public
perceptions of the public
services",,94,
956,P6,"review current case studies of
media portrayal of the public
services, including one factual
and one fictional case study.",,94,
924,P1,"describe the current entry
requirements for two public
service jobs",,91,
925,M1,"analyse your skills against a
given public service role.",,91,
926,D1,"evaluate your skills against a
given public service role",,91,
927,P2,"describe the application and
selection process for two
public service jobs",,91,
928,P3,"identify the different skills and
qualities required for a given
public service role",,91,
929,P4,"carry out a personal skills
audit for a given public
service role",,91,
930,P5,"complete an application for
a role in a specific public
service",,91,
1419,P1,"explain global changes in
ecosystems",,126,
1420,M1,"examine in detail
conservation strategy for a
given wildlife species",,126,
1421,D1,"examine in detail methods
and reasons for protecting
ecosystems",,126,
1422,P2,"illustrate wildlife population
changes in ecosystems",,126,
1423,M2,"analyse a population boom
or bust for a given wildlife
species, suggesting reasons
for the change in population",,126,
1424,D2,"explain in detail changes
to the past and present
population of a given wildlife
species",,126,
1425,P3,"assess reasons for global
wildlife population fluctuations",,126,
1426,M3,"summarise the results
of wildlife and habitat
surveys suggesting potential
improvements to the
habitats to stabilise wildlife
populations.",,126,
1427,P4,"review national conservation
strategies for wildlife and their
habitats",,126,
1428,P5,"discuss international
conservation strategies for
wildlife and their habitats",,126,
1429,P6,"explain predator prey
interactions within wildlife
populations",,126,
1430,P7,"discuss types of evolution
within animal populations",,126,
1431,P8,"plan ecological surveys of
habitats",,126,
1432,P9,"carry out ecological surveys
of habitats",,126,
1433,P10,"carry out wildlife population
surveys",,126,
1454,P1,"explain the process of protein
synthesis from DNA",,129,
1455,M1,"explain the types of gene
interaction and their effects",,129,
1456,D1,"analyse the effect of the
Agouti gene on coat colours
in selected animals",,129,
1457,P2,"explain the stages of meiotic
cell division",,129,
1458,M2,"explain how breeders may
prevent, resolve and manage
potential problems arising
in the management of the
female and offspring from
conception to weaning of the
offspring",,129,
1459,P3,"explain the principles of
Mendelian genetics and the
laws of inheritance",,129,
1460,P4,"analyse breed data using
simple probability tests",,129,
1461,P5,"describe the factors to
consider when selecting and
managing breeding stock",,129,
1462,P6,"describe the management of
the female from conception
to birth",,129,
1463,P7,"identify potential problems
that could occur in the
management of the female
from conception to birth",,129,
6356,P8,"describe the care
requirements of offspring
from birth to weaning",,129,
6357,P9,"identify problems that could
occur in the offspring from
birth to weaning",,129,
6358,P10,"explain the types of breeding
problems that can occur",,129,
6359,P11,"discuss the types of
reproductive technologies
that are available for animal
breeders",,129,
6360,P12,"explain how reproductive
technologies can be used by
animal breeders.",,129,
6361,M3,"outline how breeders can
ensure that they are aware
of and comply with legislation
relevant to breeding selected
animals.",,129,
6362,D2,"evaluate the significance of
animal breeding records and
reproductive technologies
in livestock or breed
improvement, including
the ethical and moral
responsibilities of animal
breeders.",,129,
8706,P1,"carry out behavioural
assessment on animals
to assess their suitability
for inclusion on a training
programme",,720,
8707,P2,"design a training programme
for an animal based
on learning theory and
behavioural assessment.",,720,
8708,P3,"identify training aids that
can be used in training
programmes for animals",,720,
8709,P4,"describe how to correctly use
training aids",,720,
8710,P5,"evaluate the effectiveness of
different animal training aids
",,720,
8711,P6,"implement animal training to
achieve specific goals",,720,
8712,P7,"review the progress of an
animal as a result of training
sessions
",,720,
8713,P8,"review the success of the
animal training programme",,720,
8714,P9,"review the training
programme to identify any
modifications
",,720,
8715,P10,"implement modifications to
the training programme to
improve results.",,720,
8716,M1,"describe signs of aggression
for a selected animal,
summarising how to react to
the observed behaviour",,720,
8717,M2,"explain the use of training aids
in animal training",,720,
8718,M3,"train an animal to meet some
training needs",,720,
8719,M4,"assess factors which have
affected the success of the
training programme.",,720,
8720,D1,"evaluate current methods of
temperament testing",,720,
8721,D2,"comprehensively explain
the use and effectiveness of
training aids in animal training",,720,
8722,D3,"effectively train an animal to
meet most training goals.",,720,
6379,P1,,,529,
6380,P2,,,529,
6381,P3,,,529,
6382,P4,,,529,
6383,P5,,,529,
6384,P6,,,529,
6385,P7,,,529,
6386,M1,,,529,
6387,M2,,,529,
6388,M3,,,529,
6389,D1,,,529,
6390,D2,,,529,
14428,P1,"select a subject for
investigation describing the
appropriateness of choices
made",,1187,
14429,P2,"produce a research proposal
that describes planning and
research methodology and
includes clear timelines for
the project",,1187,
14430,P3,"undertake research into a
chosen subject generating
material of variable quality",,1187,
14431,P4,"produce a research log that
identifies the research trail",,1187,
14432,P5,"present the results of
research and investigation.",,1187,
14433,M1,"select a subject for
investigation explaining the
appropriateness of choices
made",,1187,
14434,M2,"produce a research proposal
that explains planning and
research methodology and
includes clear timelines for
the project",,1187,
14435,M3,"undertake research into a
chosen subject generating
relevant and useful material
that explores the subject in
some detail",,1187,
14436,M4,"produce a detailed research
log that describes the
research trail",,1187,
14437,M5,"present the results of
research and investigation in a
well-structured manner, with
clearly reasoned and valid
judgements and conclusions",,1187,
14438,D1,"select a subject for
investigation justifying the
appropriateness of choices
made",,1187,
14439,D2,"produce a detailed research
proposal that justifies planning
and research methodology
and includes clear and
considered timelines for the
project",,1187,
14440,D3,"undertake research into a
chosen subject generating
high quality material that
explores the subject in detail",,1187,
14441,D4,"produce a well-organised and
thorough research log that
explains the research trail",,1187,
14442,D5,"present the results of
research and investigation in
a well structured and fluent
manner, with fully argued
and supported judgements,
analysis and conclusions.",,1187,
1983,P1,"describe, with reference to
examples, styles of pop music",,173,
1984,M1,"explain, with reference to
examples, styles of pop music",,173,
1985,D1,"comment critically, with
reference to examples, styles
of pop music",,173,
1986,P2,"describe, with reference to
examples, how pop music
developed",,173,
1987,M2,"explain with reference to
examples, how pop music
developed",,173,
1988,D2,"comment critically with
reference to examples, on
how pop music developed",,173,
1989,P3,"perform original pop music
with errors that do not
detract from the overall
performance",,173,
1990,M3,"perform original pop music
competently and accurately",,173,
1991,D3,"perform original pop
music with artistic flair and
interpretation",,173,
1992,P4,"perform a variety of pieces
as part of an ensemble
with errors that do not
detract from the overall
performance.",,173,
1993,M4,"perform a variety of pieces
as part of an ensemble
competently and accurately.",,173,
1994,D4,"perform a variety of pieces
as part of an ensemble with
artistic flair and interpretation.",,173,
1995,P1,"identify how to plan and set
up recording sessions that
utilise both microphones
and directly recorded
source material, taking into
consideration the needs of
the performers",,174,
1996,M1,"describe how to plan and set
up recording sessions that
utilise both microphones
and directly recorded
source material, taking into
consideration the needs of
the performers",,174,
1997,D1,"explain the planning and
setting up of recording
sessions that utilise both
microphones and directly
recorded source material,
taking into consideration the
needs of the performers",,174,
1998,P2,"record and/or produce multitrack
material competently
using given resources and
personnel",,174,
1999,M2,"record and/or produce multitrack
material competently
selecting resources and
personnel",,174,
2000,D2,"record and/or produce multitrack
material competently
selecting and justifying
resources and personnel",,174,
2001,P3,"produce stereo mixes of
the multi-track recordings
competently using given
resources",,174,
2002,M3,"produce stereo mixes of
the multi-track recordings
competently selecting
resources",,174,
2003,D3,"produce stereo mixes of
the multi-track recordings
competently selecting and
justifying resources",,174,
2004,P4,"edit and master the stereo
material competently using
given parameters",,174,
2005,M4,"edit and master the stereo
material competently
selecting parameters",,174,
2006,D4,"edit and master the stereo
material competently
selecting and justifying
parameters",,174,
2007,P5,"produce clear and accurate
financial records required for
the music recording project
identifying income and
expenditure",,174,
2008,M5,"produce clear and accurate
financial records required for
the music recording project
describing income and
expenditure",,174,
2009,D5,"produce clear and accurate
financial records required for
the music recording project
explaining income and
expenditure",,174,
2010,P6,"identify the related roles
within the studio and across
the music industry",,174,
2011,M6,"describe the related roles
within the studio and across
the music industry",,174,
2012,D6,"explain the related roles
within the studio and across
the music industry",,174,
2013,P7,"evaluate the potential of the
music product in artistic,
professional, financial and
vocational terms with
recognition of the strengths
and weaknesses of the work.",,174,
2014,M7,"evaluate the potential of the
music product in artistic,
professional, financial and
vocational terms, with
considered judgements about
what worked well and/or less
well.",,174,
2015,D7,"evaluate the potential of the
music product in artistic,
professional, financial and
vocational terms with
strengths and weaknesses
clearly identified and
judgements fully justified and
thoughtfully expressed.",,174,
5198,P1,"describe, with reference
to examples, the various
functions of music in society",,435,
5199,M1,"explain in detail, with
reference to examples, the
various functions of music in
society",,435,
5200,D1,"comment critically, with
reference to examples, on
the various functions of music
in society",,435,
5201,P2,"describe, with reference to
examples, how technology
has affected music making
and consumption in society",,435,
5202,M2,"explain, with reference to
examples, how technology
has affected music making
and consumption in society",,435,
5203,D2,"comment critically, with
reference to examples,
on how technology has
affected music making and
consumption in society",,435,
5204,P3,"describe, with reference to
examples, how politics has
affected music makers and
users in society",,435,
5205,M3,"explain, with reference to
examples, how politics has
affected music makers and
users in society",,435,
5206,D3,"comment critically, with
reference to examples, on
how politics has affected
music makers and users in
society",,435,
5207,P4,"describe, with reference to
examples, how business and
industry affects music makers
and users in society",,435,
5208,M4,"explain, with reference to
examples, how business and
industry affects music makers
and users in society",,435,
5209,D4,"comment critically, with
reference to examples, how
business and industry affects
music makers and users in
society.",,435,
14416,P1,"explain the technical features
of DJ equipment used during
performance",,1186,
14417,P2,"perform a practical
demonstration of DJ mixing
techniques with minor errors
that do not detract from the
performance",,1186,
14418,P3,"perform a practical
demonstration of creative
DJ techniques competently
with minor errors that do not
detract from the performance",,1186,
14419,P4,"perform a DJ set to an
audience with some errors
that do not detract from the
performance.",,1186,
14420,M1,"assess the technical features
of DJ equipment used during
performance",,1186,
14421,M2,"perform a practical
demonstration of DJ mixing
techniques with no errors",,1186,
14422,M3,"perform a practical
demonstration of creative DJ
techniques with no errors",,1186,
14423,M4,"perform a DJ set to an
audience with no errors.",,1186,
14424,D1,"critically comment on the
technical features of DJ
equipment used during
performance",,1186,
14425,D2,"perform a practical
demonstration of DJ mixing
techniques with artistic flair",,1186,
14426,D3,"perform a practical
demonstration of creative DJ
techniques with artistic flair",,1186,
14427,D4,"perform a DJ set to an
audience with creative flair.",,1186,
2130,P1,"identify lens-based image
making",,184,
2131,M1,"describe lens-based image
making",,184,
2132,D1,"use examples of lens-based
image making to inform ideas",,184,
2133,P2,"develop ideas using lensbased
technologies",,184,
2134,M2,"purposefully produce
individual ideas against a given
theme of brief",,184,
2135,D2,"produce original ideas and
effective final outcomes
against a brief, with
innovative use of lens-based
technologies and techniques",,184,
2136,P3,"produce and present final
outcomes for a set brief",,184,
2137,M3,"produce and present
considered final outcomes for
a set brief, with coherent use
of lens-based technologies
and techniques",,184,
2138,D3,"evaluate own lens-based
outcomes.",,184,
2139,P4,"use lens-based technologies
and techniques within own
work",,184,
2140,M4,"justify own lens-based
outcomes.",,184,
2141,P5,"review own lens-based
outcomes",,184,
10132,P1,"describe how the work of
historical and contemporary
specialist practitioners can
influence current practice",,822,
10133,P2,"explain the context in which
the work was produced",,822,
10134,P3,"assess the function, purpose
and qualities of creative
specialist work",,822,
10135,P4,"evaluate, structure and
present findings.",,822,
10136,M1,"compare and analyse a
diverse range of specialist
contemporary and historical
practice purposefully",,822,
10137,M2,"demonstrate coherent
understanding and
considered analysis of the
purpose, meaning and
context of creative specialist
practice",,822,
10138,M3,"show an individual approach
to structuring and presenting
findings effectively.",,822,
10139,D1,"evaluate independently and
perceptively an extensive
range of specialist practice",,822,
10140,D2,"present exciting, wellstructured
findings
demonstrating informed
and articulate analysis of
the techniques and visual
vocabularies used in selected
work.",,822,
2224,P1,"show a response to source
material through research
and practical workshops,
recognising obvious possibilities
as performance material",,193,
2225,M1,"show considered responses
to source material, exploring
its more creative possibilities
as performance material with
insight and attention to detail",,193,
2226,D1,"show a range of detailed
responses to source material,
in which the possibilities as
performance material are
explored in a perceptive
and comprehensive manner",,193,
2227,P2,"develop and shape workable
ideas",,193,
2228,M2,"develop and shape the most
workable ideas",,193,
2229,D2,"develop and shape the most
creative ideas",,193,
2230,P3,"perform with a level of
skill appropriate to the
chosen medium showing
engagement with the material
and communicating ideas to
an audience",,193,
2231,M3,"perform with a level of skill
that shows a degree of
control in the handling of
the chosen medium, degree
of engagement with the
material, communicating
ideas to an audience in
a focused manner",,193,
2232,D3,"perform with a sense of
flair, confidence and assured
control of the chosen medium,
showing consistent focus and
engagement with the material
and clear and responsive
communication to an
audience",,193,
2233,P4,"evaluate the potential of the
work in artistic, professional
and vocational terms with
recognition of the strengths
and weaknesses of the work.",,193,
2234,M4,"evaluate the potential of the
work in artistic, professional
and vocational terms, with
considered judgements about
what worked well and/or less
well.",,193,
2235,D4,"evaluate the potential
of the work in artistic,
professional and vocational
terms with strengths and
weaknesses clearly identified
and judgements fully justified
and thoughtfully expressed",,193,
2236,P1,"discuss a variety of
employment opportunities
and functions in the
performing arts",,194,
2237,M1,"explain in detail a variety of
employment opportunities
and functions in the
performing arts",,194,
2238,D1,"critically comment
on a variety of roles,
responsibilities and functions
in the performing arts
providing explanations of
how they interrelate",,194,
2239,P2,"identify the training
requirements and experience
for a career path and prepare
application material",,194,
2240,M2,"research the most
appropriate training
requirements and experience
for a career path and prepare
suitable application material",,194,
2241,D2,"research a comprehensive
range of training
requirements and experience
and prepare application
material to a professional
standar",,194,
2242,P3,"describe the services
provided by a range
of organisations in the
performing arts",,194,
2243,M3,"explain the services provided
by a range of organisations in
the performing arts and how
they interrelate with other
areas of the industry",,194,
2244,D3,"critically comment on the
services provided by a range
of production organisations in
the performing arts analysing
what they offer and how they
interrelate with other areas of
the industry",,194,
2245,P4,"prepare a production
budget for a performing arts
event that addresses the
essential areas of income and
expenditure",,194,
2246,M4,"prepare a production budget
for a performing arts event
that addresses relevant areas
of income and expenditure
with realistic figures",,194,
2247,D4,"prepare a budget for a
performing arts event that is
comprehensive and accurate
based on careful research",,194,
2248,P5,"describe a range of different
methods of funding and
financing performing arts
events.",,194,
2249,M5,"explain the different private
and public methods of
funding and financing
performing arts events",,194,
2250,D5,"critically comment on various
private and public methods
of funding and financing
performing arts events.",,194,
2251,P1,"outline the background
context of performance
material, providing some
research findings",,195,
2252,M1,"explain the background
context of performance
material, providing detailed
research findings",,195,
2253,D1,"provide a comprehensive
account of the background
context of performance
material, providing detailed
research findings",,195,
2254,P2,"describe how performance
material is contextualised for
contemporary use",,195,
2255,M2,"explain how performance
material is contextualised for
contemporary use",,195,
2256,D2,"comprehensively explain
how performance material
is contextualised for
contemporary use",,195,
2257,P3,"communicate the results of
research.",,195,
2258,M3,"communicate the results
of research effectively in an
imaginative and coherent
manner.",,195,
2259,D3,"communicate the results
of research in an informed,
highly articulate and creative
manner.",,195,
2260,P1,"identify key rehearsal tasks
appropriate to the role",,196,
2261,M1,"describe and prioritise key
rehearsal tasks appropriate to
the role",,196,
2262,D1,"explain and prioritise key
rehearsal tasks, with insight,
foresight and confidence",,196,
2263,P2,"complete designated
rehearsal tasks, so that a valid
contribution is made to the
rehearsal process",,196,
2264,M2,"complete designated
rehearsal tasks with attention
to detail, so that a significant
contribution is made to the
rehearsal process",,196,
2265,D2,"complete designated
rehearsal tasks with
considerable attention to
detail, so that an outstanding
contribution is made to the
rehearsal process",,196,
2266,P3,"develop and apply research
for the role",,196,
2267,M3,"develop and apply research
for the role, employing
findings constructively and
progressively during the
rehearsal process",,196,
2268,D3,"develop and apply research
for the role, employing
findings in a constructive,
progressive and imaginative
way during the rehearsal
process",,196,
2269,P4,"select and use rehearsal
and performance skills
appropriate to the role",,196,
2270,M4,"select and employ rehearsal
and performance skills
appropriate to the role, in
an effective, controlled and
considered way",,196,
2271,D4,"select and employ rehearsal
and performance skills
appropriate to the role,
demonstrating strong
command and insight",,196,
2272,P5,"develop and improve
rehearsal and performance
skills in response to feedback",,196,
2273,M5,"demonstrate commitment
to the development and
improvement of rehearsal
and performance skills with
positive and constructive
responses to feedback.",,196,
2274,D5,"demonstrate outstanding
commitment to the
development and
improvement of rehearsal
and performance skills,
with detailed responses to
feedback.",,196,
2287,P1,"demonstrate commitment
to the development of
performance skills through
active participation in
workshops and rehearsals",,198,
2288,M1,"demonstrate a disciplined
approach to the development
of performance skills through
focused participation in
workshops and rehearsals",,198,
2289,D1,"demonstrate selfmanagement
in the
development of performance
skills through thorough
preparation and a determined
participation in workshops
and rehearsals",,198,
2290,P2,"respond positively to
direction and corrections",,198,
2291,M2,"respond positively to
direction and corrections and
successfully improve aspects
of performance technique",,198,
2292,D2,"respond positively to
direction and corrections
to improve performance
and achieve high levels of
technical proficiency",,198,
2293,P3,"demonstrate the application
of physical and interpretative
skills in performance,
communicating the dance
idea",,198,
2294,M3,"demonstrate application
of a range of physical
and interpretative skills in
performance, successfully
communicating the dance
idea and remaining focused
and engaged in the dance",,198,
2295,D3,"demonstrate application of
physical and interpretative
skills in performance,
confidently and clearly
communicating the dance
idea and remaining focused
and engaged throughout",,198,
2296,P4,"demonstrate an awareness
of stylistic qualities in dance
performance",,198,
2297,M4,"show a clear sense of
appropriate stylistic qualities
in dance performance",,198,
2298,D4,"show an excellent sense
of stylistic qualities in
dance performance, with
confidence, interpretation
and artistic flair",,198,
2299,P5,"review own technical
performance setting targets
with guidance",,198,
2300,M5,"review own technical
performance setting
appropriate and achievable
targets with guidance",,198,
2301,D5,"thoroughly review own
technical performance setting
focused and challenging
targets",,198,
12467,P1,"create dance material which
demonstrates the use of
compositional structures and
devices
[CT]",,1059,
12468,P2,"explore the potential of
stimuli, demonstrating
appropriate responses
[CT]",,1059,
12469,P3,"demonstrate a working
method with dancers
showing an awareness of
their needs and abilities,
when creating dance material",,1059,
12470,P4,"evaluate the choreographic
process and performance,
giving an outlined analysis.
[RL]",,1059,
12471,M1,"create dance material
which demonstrates a
comprehensive use of
compositional structures and
devices",,1059,
12472,M2,"explore the potential of
stimuli, demonstrating
appropriate and developed
responses",,1059,
12473,M3,"adapt choreographic
intentions to the capabilities
of dancers when creating
dance material",,1059,
12474,M4,"evaluate the choreographic
process and performance,
with a clear breakdown of
the development of the
dance material, and the final
presentation.",,1059,
12475,D1,"create innovative and wellstructured
dance material
which demonstrates a
thorough use and effect of
compositional structures and
devices",,1059,
12476,D2,"explore the full potential
of stimuli, demonstrating
complex and developed
responses",,1059,
12477,D3,"work with dancers to fully
communicate choreographic
intentions that are successfully
realised in performance",,1059,
12478,D4,"evaluate the choreographic
process and performance,
with a detailed analysis of
the means used to create
the work, and the final
presentation.",,1059,
12479,P1,"discuss the choreographic
structures and devices used
to create dance material
[IE, RL]",,1060,
12480,P2,"create choreography that
responds to the requirements
of an event
[CT, SM, IE]",,1060,
12481,P3,"choreograph dance material
using different styles and
techniques
[CT, IE, SM]",,1060,
12482,P4,"realise choreographic ideas in
performance.
[CT, TW, SM]",,1060,
12483,M1,"explain the choreographic
structures and devices used
to create dance material",,1060,
12484,M2,"create choreography which
is sensitive to the specific
requirements of an event",,1060,
12485,M3,"choreograph and develop
dance material using different
styles and techniques",,1060,
12486,M4,"competently and confidently
realise choreographic ideas in
performance.",,1060,
12487,D1,"critically comment on the
choreographic structures and
devices used to create dance
material",,1060,
12488,D2,"create choreography that
fully meets the specific
requirements of an event",,1060,
12489,D3,"independently choreograph
and develop dance material
using different dance styles
and techniques",,1060,
12490,D4,"realise choreographic
ideas in performance with
confidence, interpretation
and flair.",,1060,
12491,P1,"describe the structure of
the main bones, joints and
muscles in the human body
[IE]",,1061,
12492,P2,"describe the circulatory,
respiratory and nervous
systems within the human body
[IE]",,1061,
12493,P3,"devise a programme for improving strength, flexibility
and stamina, taking into
account the appropriate
training principles and safe
practice
[IE, SM, CT]",,1061,
12494,P4,"keep a self-assessment record of individual levels of ability and performance
[IE, SM, RL]",,1061,
12495,P5,"describe how three common injuries may occur in the studio",,1061,
12496,P6,"describe the main food groups of a balanced diet.",,1061,
12497,M1,"explain the function of the
skeletal and muscular systems",,1061,
12498,M2,"explain the link between
circulatory, respiratory and
nervous systems in exercise and performance",,1061,
12499,M3,"implement the programme
applying safe practice in all
exercises",,1061,
12500,M4,"keep a self-assessment record of individual levels of ability and performance
which analyses own strengths and weaknesses",,1061,
12501,M5,"explain how three common injuries may occur in the
studio and the appropriate
treatment for each injury",,1061,
12502,M6,"explain why the chosen food
groups make up a balanced diet.",,1061,
12503,D1,"assess how a knowledge of
the skeletal and muscular
systems can help in the
training of a performer",,1061,
12504,D2,"assess how a knowledge of
the circulatory, respiratory
and nervous systems can help
in the training of a performer",,1061,
12505,D3,"implement the conditioning
programme evaluating how
it helped overall fitness and
wellbeing and how safe practice was implemented",,1061,
12506,D4,"keep a self-assessment record of individual levels of ability and performance
which analyses own strengths and weaknesses and suggests strategies for improvement",,1061,
12507,D5,"explain the appropriate
treatment for a range of types
of injury which may occur
in the studio and how they could have been prevented",,1061,
12508,D6,"assess the importance of
a balanced diet for the performer.",,1061,
12509,P1,"demonstrate an awareness
of classical ballet technique in
practical work
[SM]",,1062,
12510,P2,"use classical ballet
terminology in practical sessions
[RL]",,1062,
12511,P3,"select and use classical
ballet technique to create
and refine movement
combinations with structure and progression
[CT, SM]",,1062,
12512,P4,"perform combinations with
control, expression and
emotion, with an awareness of the audience and other performers.
[TW, EP]",,1062,
12513,M1,"demonstrate a sound
awareness of classical
ballet technique and use it
appropriately in practical
sessions",,1062,
12514,M2,"use the relevant classical
ballet terminology in practical
sessions",,1062,
12515,M3,"apply classical ballet technique
to create and refine dynamic
movement combinations,
showing sensitivity, structure and progression",,1062,
12516,M4,"perform combinations
accurately with body control
and expression, relating clearly and appropriately to other performers and the audience.",,1062,
12517,D1,"demonstrate a thorough
awareness of classical ballet
technique using good turnout,
classical body line and
correct alignment in practical
sessions",,1062,
12518,D2,"use relevant terminology
accurately at all times",,1062,
12519,D3,"apply classical ballet technique to create and
refine structured, innovative and individual combinations of movement through
progression, unity and sensitivity",,1062,
12520,D4,"perform combinations with
precision, clarity of line and
expression, encompassing the work of other dancers and relating to the audience.",,1062,
12521,P1,"realise choreography using
classical ballet technique
[SM, IE]",,1063,
12522,P2,"demonstrate awareness of
classical ballet technique and
alignment
[RL]",,1063,
